,news,catagory
2312,"Federeeshiniin Atleetiksii Ityoophiyaa atleetota shaampiyoonaa qaxxaamura biyyaa Afrikaaf qophii taasisaa turan gaggeessuu beeksise.

Koonfedereeshiniin Atleetiksii Afrikaa (CAA) eda galgala ibsa baasen akka beeksisetti, shaampiyoonaan qaxxaamura biyyoota Afrikaa bara kana gaggeeffamuuf ture bara dhufutti darbeera.

Sababa shaampiyoonaan qaxxaamura biyyaa Arfikaa 6ffaan Toogoo Loomeetti bara Faranjootaa Eebla 8, 2020 gaggeeffamuuf ture bara 2021tti darbeef atleetoota Duukamitti qophiirra turan Bitootessa 4, 2012 irraa eegalee gaggeessuu isaa Federeeshiniin Atleetiksii Ityoophiyaa beeksiseera.

Shaampiyoonaan kun sababa sodaa vaayrasii koroonaatin darbuu isaa Koonfeedereeshinichi ibseera.

Bara dhufu baatii fi guyyaa shaampiyoonaan kun gaggeeffamu adeemsa keessa kan ifoomsu tahuus beeksiseera.

Federeeshiniin Atleetiksii Ityoophiyaa atleetootaa fi leenjiftoota qophiirra turaniif waantoota barbaachisan hunda guutuun rakkoo tokko malee mariin gaggeessuu isaa himeera.

Federeeshinichi guyyaa kaleessaa jila kanaaf dhimmoota vaayrasichaan walqabatanirratti hubannoo laachuu isaa ragaan federeeshinicharraa argame ni muulhisa.
",sports
2313," Boordiin Waldaa Ispoortii Qidduus Giyoorgiis leenjisaa olaanaa, gargaaraa fi leenjisaa karra(goolii) eegaa yeroof hojiirraa dhoorkuu beeksise.

Hoggantoonni boordii waldaa ispoortichaa walgahii gaggeessaniin haala gahumsa yeroo leenjiftoota kanneenii erga gamaaggamaniin booda murtee kana dabarsuun isaanii himameera.

Leenjiftoonni sadan garee olaanaa akka hin leenjifne dhoorkamaniiru.

Akkasumas koreen teeknikaas akka gaggeeffamu hoggattoonni boordichaa murteessaniiru.

Gama biraatin hogganaan garichaa duraanii obbo Taaffasaa Baqqalaan miseensa hoggansa boordichaatti akka deebihan murteessuu isaa ragaan fuula Feesbuukii garichaarraa argame ni muulhisa.",sports
2314," Fiigichi dubartoota qofa hirmaachise mata duree ‘dursa dubartootafh jedhuun Finfinneetti gaggeeffame.

Fiigichi fageenya meetira kuma 5 uwwise kun yeroo 17ffaaf gaggeeffame.

Sagantaa kanarratti Preezdaantiin FDRI Saahilawarq Zawdeen argamuun ergaa dabarsaniiru.

Fiigichi kun dirree dubartoonni mirga isaanii itti kabachiisaniidha jedhan.

Dubartoonni mirga, nageenyaa fi walqixummaa isaanii kabachiisuuf gahee isaanii adda durummaan bahuu qabu jedhan.

Preezdaant Saahilawarq vaayrasii koroonaa ittisuuf qajeelfama hordofuu fi qajeelfamaaf bitamuun murteessaa tahuu ibsaniiru.

Fiigicha kanarratti dubartoonni kumni 15 ol hirmaataniiru jedhame.

Dorgomicha Atleet Tsigee Gabrasalaamaa sadarkaa 1ffaan yoo xumurtu, Alteet Yaalamzarf Yewaalaa 2ffaa, Atleet Nigist Haaftuu sadarkaa 3ffaan xumuraniiru.

Dubartoota dhuunfaan hirmaatan keessaa Artist Biruuktaawiit Geetahuun 1ffaa, Siister Asaayechi 2ffaa fi Beetii Waanoos sadarkaa 3ffaa bahuun xumuraniiru.

Dorgomtoonni sadarkaa 1ffaa – 3ffaatti bahan Birrii kuma 30 – 10tti walduraa duubaan badhaafamniiru.",sports
2315,"Dorgommiiwwan ispoortii guyyootii 15f kan adda citan tahuu Koomiishiniin Ispoortii FDRI beeksise.
 
Koomiishinichi ibsa baasen akka beeksisetti akkaataa manneen barnootaa guyyootii 15f akka cufaman murtaahen, dorgommiiwwan ispoortii, priimiyar liigii, shaampiyoononni, dorgommiiwwan ispoortiin hundaaf, leenjiiwwan ispoortii, yaahiiwwan, dorgommiiwwan idil addunyaa, leenjiiwwan idil addunyaa ibsi dabalataa amma laatamutti kan adda citan tahuu eerera.
 
Sochiin ispoortii kamuu dhoorkamuus ibseera.
 
Walgahiin qooda fudhattoota ispoortii Bitootessa 9 -10,2012 magaalaa Adaamaatti gaggeeffamuuf ture dheereffameera.
",sports
2316,"Shaampiyoonaan waancaa Awrooppaa bara Faranjoota 2020 sababa vaayrasii koroonaan waggaa tokkoof dheerachuu ibsame.

Shaampiyoonaan waancaa Awrooppaa bara Faranjoota 2020 sababa vaayrasii koroonaan waggaa tokkoof dheeraffamuu Waldaan Kubbaa Miilaa Noorwaay beeksise.

Tattamsahina vaayrasii koroonaan walqabatee biyyoota Awrooppaa gidduutti bara Faranjootaa 2020 Waxabajjii 12 eegalee waldorgommiin gaggeeffamuuf ture gara waggaa dhufuutti akka darbu murtaaheera.

Waldaan Federeeshinoota Kubbaa Miilaa biyyoota Awrooppaa 55, bakka buutonni kilabaa fi qaamoleen dhimmi ilaallatu murticha kan dabarsan walgahii teelee konfiraansii gaggeessaniin jedhame.

Murtichi fudhatama kan argatu hojii raawwachiiftuun Waldaa Kubbaa Miilaa Awrooppaatti dhiyaate yoo raggahedha jedhameera.
",sports
2317,"Atleet Biraanuu Tsagguun waggaa 4f dorgommiirraa ittifame

Atleetichi siheessituu fayyadamee argamuu isaatini adabbichi kan itti murtaahe.

Adabbichaan dorgommiiwwan gosa kamiitirraayyuu ittifameera.

Fulbaana darbe dorgommii walakkaa maaraatoonaa Deenmaark Kooppanhaaganitti gaggeeffamerratti siheessituu dhoorkame fayyadamuun shakkamee baatii 7f dhimmisaa qoratamaa turuun ni yaadatama.

Qorannoo taasifamaa tureenis siheessituu fayyadamuun isaa beekameera.

Atleetichi kanaan dura badiin raawwate waan hin turreef baatii Faranjootaa Fulbaana 15,2019 eegalee amma baatii Faranjootaa Fulbaana 14,2023tti dorgommii biyyoolessaa fi idil addunyaarraa ittifameera.

Badhaasaa fi qabxiin galmeessises haqameera.
",sports
2318,"Olompiikni Tookiyoo akka dabarfamu dhiibbaan taasifamaa jira.

Sodaa weerara vaayrasii koroonaatin dhiibbichi Jaappaanii fi Koree Olompiika Addunyaarratti hammaachaa jira.

Sababii vaayrasichaatin Kaanaadaan kan hin hirmaanne tahuu beeksisuun ishee hin dagatamu.

Biyyoonni kaanis dorgommichi yeroo birootif akka dabarfamu gaafachaa jiru.

Kaanaadaan fayyaa atleetota ishee wanti caalu akka hin jirre ibsuun dabarfamuusaa gaafatteetti.

Muummeen ministiraa Jaappaan Shiinzoo Aabeen dorgommichi akka kanaan duraatti hin gaggeeffamu taanan, kan dabarfamu tahuu eeraniiru.

Dorgommicha guutummaan haquurra dabarsuu wayyas jedhaniiru.

Koreen Olompiika Addunyaa dorgommichi Adoolessa 24 akka gaggeeffamuuf guyyaa qabeet ture.

Yaatahuutii sababii vaayrasichaarraa kan kahe dabarfamuu akka malu ibseera.
",sports
2319,"Leenjitoonni Jiddugala Leenjii Atleetiksii Atleet Xiruunash Dibaabaa weerara vaayrasii koroonaa ittisuuf maatii isaaniitti deebihan.

Jiddugalichis akkaataa kallattii mootummaa barattoonni yuunvarsiitii maatii isaaniitti akka deebihan kaahen, leenjitoonnisaa maatii isaanii bira akka turan murteessera.

Amma magaalaa godina nananoo jireenya isaaniitti konkolaataa mijeessuun, tuttuqqiirraa bilisa tahanii nagayaan akka galan gaggeessera.

Ogeeyyiin fayyaa jiddugalichaas imalarratti tumsa akka taasisan taasifameera.
",sports
2320,"Deeggartoonni kubbaa miilaa dhiphina cimaaf akka saaxilaman ibsame.

Qorannoon tokko akka ibsutti deeggartootni miira guddaa keessa galuun yeroo gareen isaanii mohamu waan dhiphataniif dhibee onneef saaxilamu.

Qorannoo Oksifoord bara Faranjoota 2014 yeroo Biraazil Jarmaniin Waancaa Addunyaa irratti mohamtu samuudaa hancufa deeggartoota Biraaziil fudhachuun gaggeeffameera.

Buhuuruma qorannoo kanaatin hoormooniin Kortisool jedhamu yeroo Jarman 7 fi 1hn Biraaziliin mohattu akka malee ol kahee argameera.

Kun dhiibbaa dhiigaa fi onnee irrattis miidhaa guddaa fiduu dandaha.

Deeggartootni ofii isaanii qaama garee taphatu keessa of galchuun miira keessa galanii deeggaran yeroo taphicha ilaalanis qaamni isaanii miira garaagaraa keessa galaa taphichi xumurama.

Qaamni isaanii hormoonota adda addaa maddisiisuun deebii kenna jedhan Oksifoorditti qorannoo gaggeessuun kan beekamtu Dooktar  Maartaa Niwusan.

Hoormooniin Koortisool jedhamu yeroo dheeraaf ol kahee turuun;

    Hidda dhiigaa dhiphisaa deema,
    Dhiibbaan dhiigaa akka dabalu taasisa,
    Onnee durumaan dadhabaa deemte akka malee miidha.
",sports
2321,"Fiigicha maaraatoonii Duubaay barii kana gaggeeffameen atleetonni Ityoophiyaa koorniyaa lamaaninuu injifataniiru.

Fiigicha maaraatoonii barii harhaa dhiiroota gidduutti gaggeeffameen Atleet Oliiqaa Addunyaa sahaatii 2:6:15n xumuruun yoo injifatu, atleetonni Ityoophiyaa biroon sadarkaa 3ffaa-10ffaa bahuun dorgommicha olaantummaan xumuraniiru.

Dorgommii dubartoota gidduutti gaggeeffameen ammoo Atleet Warqinash Dagafaa sahaatii 2:19:37n 1ffaa, Atleet Guutanii Shoomee sahaatii 2:20:11n 2ffaa, Atleet Badhaatuu Hirphaa sahaatii 2:21:54 sadarkaa 3ffaan yoo xummurtu, Atleetonni Ityoophiyaa biroos sadarkaa 4ffa hanga 9ffaatti jiru qabachuun olaantummaan xumuraniiru.

Dirree kana irratti Warqinash Dagafa bara Faranjootaa 2017 injifachuun ishee kan yaadatamudha.

Maaraatooniin Duubaay erga eegalamee atleetonni Ityoophiyaa walii gala dubartootan yeroo 15, dhiirotaan yeroo 14 injifataniiru",sports
2322,"Taphoota Priimiyar Ityoophiyaa torbee 10ffaan guyyaa harhaa taphoonni 5 gaggeeffamaniiru.
 
Tapha Istaadiyeemii Abbabaa Biqilaa Adaamaatti garee kubbaa miilaa bulchiinsa magaalaa Adaamaa fi Hadiyyaa Hoosaahiinaa gidduutti gaggeeffameen Adaamaan 2-0n injifateera.
 
Taphoota biroo Istaadiyeemii Finfinnee fi naannooleetti harha gaggeeffamneen ammoo :-
Walqixxee 1–0 Dirree Dhawaa
Faasil 1–0 Buna Sidaama
Qiddus Gorgiis 1–0 Bahiir Daar yoo injifatan
Walwaaloo Addigiraat fi Bunni Ityoophiyaa 1 qixa bahaniiru.
 
Taphoota guyyaa kaleessaa gaggeeffameen:-
Sabbataa 2 – 1 Hawaasaa
Walaayittaa 1 – 0 Maqalee 70 Indartaa yoo injifatan Sihuul Shiree fi Jimmaa Abbaa Jifaar 1 qixa xumuraniiru.
Liigicha Maqalee 70 Indartaan qabxii 19 dursaa jira.
Taphoota Priimiyar Ityoophiyaa torbee 10ffaan guyyaa harhaa taphoonni 5 gaggeeffamaniiru.
 
Tapha Istaadiyeemii Abbabaa Biqilaa Adaamaatti garee kubbaa miilaa bulchiinsa magaalaa Adaamaa fi Hadiyyaa Hoosaahiinaa gidduutti gaggeeffameen Adaamaan 2-0n injifateera.
 
Taphoota biroo Istaadiyeemii Finfinnee fi naannooleetti harha gaggeeffamneen ammoo :-
Walqixxee 1–0 Dirree Dhawaa
Faasil 1–0 Buna Sidaama
Qiddus Gorgiis 1–0 Bahiir Daar yoo injifatan
Walwaaloo Addigiraat fi Bunni Ityoophiyaa 1 qixa bahaniiru.
 
Taphoota guyyaa kaleessaa gaggeeffameen:-
Sabbataa 2 – 1 Hawaasaa
Walaayittaa 1 – 0 Maqalee 70 Indartaa yoo injifatan Sihuul Shiree fi Jimmaa Abbaa Jifaar 1 qixa xumuraniiru.
Liigicha Maqalee 70 Indartaan qabxii 19 dursaa jira.
 Qabxii taphoota priimiyar liigii Ityoophiyaa torbee 10ffaa.
Taphoota harhaatin;

Sabbataa 2 – 1 Hawaasaa
Sihuul Shiree 1 – 1 Jimmaa Abbaa Jifaar
Walaayittaa 1 – 0 Maqalee 70 Indartaa

Taphoota guyyaa boruu;

Walqixxee – Dirree Dhawaa
Adaamaa – Hadiyaa Hoossaahinaa
Faasil – Buna Sidaama
Qiddus Gorgiis – Bahiir Daar
Walwaaloo Addigiraat – Buna Ityoophiyaa
",sports
2323,"Dorgommiin qaxxaamura biyyaa Hurufa Boombii idila addunyaa 37ffaan guyyaa harhaa gosoota Ispoortii 6 gaggeeffameera.

Fiigicha kiloo meetira 6 dargaggoota dubartootaa gidduutti gaggeeffameen, Atleet Baqqalach Takluu Oromiyaa irraa 1ffaa, Malhaaknaat Wudduu Amaaraa irraa 2ffaa, Amiinaa Ahimaad Magaala Hawaasaa irraa 3ffaa bahuun injifataniiru.

Fiigicha kiloo meetira 8 dargaggoota dhiirootaa gidduutti gaggeeffameen, Atleet Barrihuun Aragaawii Konistiraakshinii suur irraa 1ffaa,Barakat zallaqaa fi Addis Yihuunee naannoo Amaaraa irraa 2ffaa fi 3ffaan xumuraniiru.

Dorgommii walmakaa ulee walii kennuu Naannoon Oromiyaa 1ffaa, dhaabbanni Dizzaayinii fi Tohannoo Bishaan Oromiyaa 2ffaa, akkasumsa bulchiinsi magaalaa Adaamaa sadarkaa 3ffaan xumuraniiru.

Fiigicha kiloo meetira 10 gaheessoota dubartootaa gidduutti gaggeeffameen Atleet Tsigee Gabrasalaamaa Poolisii naannoo Tigraay irraa 1ffaa, Footan Tasfaayee Simintoo Mosaaboo irraa 2ffaa fi Shuree Damissee Poolisii Oromiyaa irraa 3ffaa bahuun injifataniiru.

Dhiirootaan ammoo Nibrat Malaak naannoo Amaaraa irraa 1ffaa yoo bahu, Asirasee Geetaahuun manneen sirreessaa naannoo amaaraa irraa 2ffaan, Didhaa Lammaa Oromiyaa irraa 3ffaa bahuun dorgommii Hurufa Boombii kana olaantummaan xumuraniiru.",sports
2324,"Muummeen Ministiraa FDRI Dooktar Abiy Ahimaad koree biyyooleessaa qophii Olompikii Tookyoo qindeessuuf hundaahe waliin marihatan.

Koreen kun qophii Olompikii Jaappaan Tookyoo bara Faranjootaa 2020 taasiifamaa jiru ilaalchisee Dooktar Abiyiif ibsa laatee jira.

Kaayyoon qophii kanaas Atleetoota Ityoophiyaa dorgommiif erguu qofa osoo hin taane, moohannaan akka deebihaniif deeggarsa taasiisuuf tahuu beeksiseera.",sports
2325,"Obbo Duubee Jiloo Komiishinara Itti Aanaa Komiishinii Ispoortii Federaalaa tahuun muudaman.

Obbo Duubee Jiloo waggoota kudhaniif Daayrektara Tekinikaa Federeeshinii Atileetiksii Itiyoophiyaa tahuun hojjechaa kan turan yoo tahu, yeroo ammaa Komiishinara Itti Aanaa Komiishinii Ispoortii Federaalaa tahuun muudamaniiru.

Obbo Duubeen bara 1999 eegalee daayrektara tekinikaa federeeshinii atileetiksii Ityoophiyaa tahuun hojjetaniiru.

Dursee bara 1986 eegalee bakka buhaa atileetoota tahuun achii boodas miseesa hojii rawwachiiftu koree tekiniikaa federeeshinii tahuun hojjetaniiru.
",sports
2326,"Gareen dubartoota waggaa 17 gadii biyyaaleessa Ityoophiya waancaa addunyaa bara Faranjootaa 2020 Hind qopheessituu ala tahe.
 
Tapha calallii guyyaa harhaa garee biyyaaleessa Ugaandaa waliin Istaadiyeemii idila addunyaa magaalaa Bahaar Daaritti gaggeeffameen Ugaandaan 3-1 Ityoophiyaa injifateerti.
 
Tapha marsaa duraan gareen dubartootaa waggaa 17 biyyaaleessa Ityoophiyaa Ugaandaatti imalee 2-0 injifatamee ture.
 
Qabxii walii galaan gareen dubartootaa waggaa 17 gadii biyyaaleessa Ugaandaa garee biyyaaleessa Ityoophiyaa 5-1n injifachuun marsaa itti aanuutti darbuu mirkaneeffateera.",sports
2327,"Bulchiinsa magaalaa Finfinnee guyyaa harhaa ijaarsa istaadiyoomiif kan oolu kaarta abbaa qabeenyumma kilaboota Buna Ityophiyaa fi Qiddus Goorgisiif kenneera.

Itti Aanaan Kantiibaa Bulchiinsa Magaalaa Finfinnee Injiinar Takkalaa Uumaa ijaarsa istaadiyoomii fi wiirtuu leenjiif kan oolu kaarta abbaa qabeenyumma kilaboota kubbaa miilaa Buna Ityophiyaa fi Qiddus Goorgisiif laataniiru.

Injiinar Takkalaa Uumaan wayita kana kilaboonni kunneen ambaasaaddaroota magaalichaa tahuurra darbee, nageenya magaalitti mirkaneesuuf gahee isaani bahachuu akka qaban dubbataniiru.",sports
2328," Taphoota Priimiyar Ityoophiyaa torbee 11ffaa guyyaa harhaa gaggeeffameen Adaamaa fi Sabbataan yoo injifataman, Abbaan Jifaara qixa bahe.
 
Taphoonni Priimiyar liigii Ityoophiyaa torbee 11ffaan guyyaa harhaa Istaadiyeemii magaalaa Finfinnee fi naannooleetti gaggeeffameera.
 
Istaadiyeemii Yuunvarsiitii Jimmaatti Faasil kan simate Abbaan Jiraaf goolii malee qixa xummuree jira.
 
Waliigala Taphoota harha gaggeeffameen:-
Dirree Daawaan 1-0 Sabbataa
Bahaar Daar 2- 1 Adaamaa
Maqalee 70 Indartaan 1-0 Sihuul Shiroo
Hadiyyaa Hoosaahiinaa 1-2 Walqixxeen
Hawaasan 2- 1 Walaayitaa Diichaa yoo injifatan, tapha darbii shaggariin Qiddus Giyoorgis Buna Ityoophiyaa 1 fi 0n injifateera.
 
Liigicha Maqalee 70 Indartaan qabxii 22 dursaa jira.",sports
2329,"Dargommii olompiika addaa Gibtsitti gaggeeffamaa jiruun Ityoophiyaan meedaaliyaa 3 argatte.

Dorgommii Amajjii 15 amma 21,2012tti gaggeeffamu kanarratti atleetonni rakkoo guddina sammuu qaban hirmaachaa jiru.

Dorgommii olompiikii addaa yeroo jalqabaatif Afrikaatti gaggeeffamaa jiru kanarratti Ityoophiyaan miseensota 6n bakka buufamteetti.

Ityoophiyaan dorgommii meetira 100 kaleessa gaggeeffameen Tigistuu Ugaasadhaan meedaaliyaa warqee argatteetti.

Atleet Miiliyoon Yaadataan meetii, Mahaazaa Eeliyyaas ammoo maaldaa argataniiru.
",sports
2330,"Bulchiinsa magaalaa Finfinnee guyyaa harhaa ijaarsa istaadiyoomiif kan oolu kaarta abbaa qabeenyumma kilaboota Buna Ityophiyaa fi Qiddus Goorgisiif kenneera.

Itti Aanaan Kantiibaa Bulchiinsa Magaalaa Finfinnee Injiinar Takkalaa Uumaa ijaarsa istaadiyoomii fi wiirtuu leenjiif kan oolu kaarta abbaa qabeenyumma kilaboota kubbaa miilaa Buna Ityophiyaa fi Qiddus Goorgisiif laataniiru.

Injiinar Takkalaa Uumaan wayita kana kilaboonni kunneen ambaasaaddaroota magaalichaa tahuurra darbee, nageenya magaalitti mirkaneesuuf gahee isaani bahachuu akka qaban dubbataniiru.",sports
2331,"Qophii fi hirmaannaa Olompiikii Tookyoof Birrii biiliyoona 1 walitti qabuuf karoorfamuu Koreen Olompiikii Ityoophiyaa beeksiseera.

Koreen Olompiikii Tookyoo Ityoophiyaa haala qophii Olompikii bara Faranjootaa 2020 ilaalchisee marii gaggeessera.

Haala qindeeffama koree biyyaalessaa, galii walitti qabuu, miseensota horachuu, gaggeessaa atleetotaaf godhamuu fi dorgommichaan haala qabatamaa biyyaa beeksisuuf karoora qophaahe irratti mariin gaggeeffameera.

Korichi deeggartoota horachuun qophii fi hirmaannaa olompiikiif Birrii biiliyoona 1 ol walitti qabuuf karoorfatee hojjechaa jiraachuu preezdaantiin Koree Olompiikii Ityoophiyaa Dooktar Ashabbir Waldagiyoorgiis dubbataniiru.

Galii kanas seektaroota mootummaa, qophii fi hirmaannaa bulchiinsa naannolee, teeletoonii, ergaa gabaabaa bilbilaa fi ispoonsara irraa walitti qabuuf karoorfamuun isaa ibsameera.

Deeggartoota miiliyoona 12.5 horachuuf yaadamee hojjetamaa jiraachuu Dooktar Ashabbir ibsaniiru.",sports
2332,"Atleetiksii Idil Addunyaa waldorgommii shaampiyoonaa mana keessaa Chaayinaa Naangiingitti adeemsifamuuf ture sababa weerara vaayirasii koronaan dheeresse.

Tumsa atleetiksii idil addunyaan magaalaa guddoo bulchiinsa Jiyaangisuu kan taate Naangiing waldorgommiin atleetiksii mana keessaa baatii Eblaa bara  2020 gaggeeffamuuf kan ture, weerara vaayrasi koronaan bara Faranjoota 2021 akka dheeratu taheera.

Naangiing waldorgommii idil addunyaa mana keessaa baatii Eblaa bara Faranjootaa 13-15, 2020 gaggeessuuf qophii taasisa akka turte ni yaadatama.

Ibsa Atleetiksiin idil addunyaa baaseen Chaayinaan weerara vaayrasi koronaa tohachuuf carraaqqi cimaa taasiftullee vaayirasichi sadarkaa yaaddeessa irra gahaa dhufuun isaatiin waldorgommichi Naangiingitti hin gaggeeffamu jedheera.

Dhaabbanni Fayyaa Idil Addunyaa gama isaatiin vaayirasichi biyyoota hedduutti baballachaa waan dhufeef biyyoonni of eegganno akka taasisaan hubachiiseera.

Weerara vaayirasi koronaa magaalaa Wiihaanitti kaheen hanga ammaatti namoonni 170 yoo duhan namoonni kuma 7 ol tahan ammoo vaayirasichaan qabamaniiru.",sports
2333,"Dorgommii olompiikii addaa Afrikaa kaleessa xumurameen Ityoophiyaan meedaaliyaa 7 argatte.
 
Dorgommiin olompiikii addaa gosa ispoortii ispoorteessitoonni hanqina guddina sammuu qaban irratti hirmaatanidha.
 
Dorgommichi Gibts Kaayrootti gaggeeffamaa kan ture yammuu tahu, taphoonni atleetiksii, kubbaa miillaa, saaphanaa fi booshiyaa gaggeeffameera.
 
Garee Ityoophiyaatin ispoorteessitota 4n, meedaaliyaan 7 argameera.
 
Meetira 100 meedaaliyaa argame sadiin ala, meetira 200 warqeen 1 fi maaldaan 3 argameera.
 
Meetira 200 Atleet Miiliyoon Yaadataa warqee lammaffaa argamsiisera.
 
Atleet Tigist Ugaasaa, Atleet Mahaazaa Eeliyaasii fi Atleet Biruuk Alamaayyahu meedaaliyaa maaldaa 3 argataniiru.
 
Dorgommii kanaan warqee 2, meetii 1 fi maaldaan 4 argameera.
 
Gareen Ityoophiyaa harha ganama Finfinnee galuusaa daayreektarri Olomiika Addaa Ityoophiyaa Yoonaas Gabramaariyaam Faanaa Broodkaastiing Koorporeetitti himaniiru.
",sports
2334,"Istaadiyeemiin Maanchistar Siitii Itihaad tajaajila yaala fayyaaf oolfamuufi.

Vaayirasiin kun Amajjii 30 erga UK'tti mulhatee hanga yoonaatti namoonni 19,522 ol vaayirasichaan qabamaniiru.

Hanga ragaan kun qindaa'etti namoonni 1,228 lubbuun darbeera.

Iddoon namoota vaayirasichaan itti kunuunfaman dhabamuurraa kan kahe kilaboonni istaadiyeemiisaanii tajajaila sanaaf akka oolu eyyamaa jiru.

Riyaalmaadriid Santiyaagoo Bernaaboo tajaajilichaaf erga oolche booda, Maanchistar Siitiinis istaadiyemiisaa tajaajila yaalaa vaayirasii koroonaaf oolchuu beeksiseera.

Manchistar Siitiin kana duras bara 2017 Istaadiyeemiisaa tajaajila lammummaaf oolchuun ni yaadatama.

Hospitaalli yeroo yaala dhukkubsattoota Vaayirasii koroonaa magaalaa Maanchistar keessatti ijaaramee jira. Istaadiyeemiin Kaardiif Siitii Pirinsipaalitiinis tajaajila walafakakataa kanaaf oolaa jira.",sports
2335,"Miseensonni kilabii Juveentus ittisa Vaayirasii koronaaf mindaasaaniirraa Paawundii miil. 80.7 gumaachuuf murteessan.

Sababa weerrarri Vaayirasii Koronaa Itilii keessatti yaaddoo guddaa taheef sochiileen ispoortii kamiyyu dhorkameera.

Biyyattiin akka addunyaattuu weerara vaayirasii kanaan guyyaan namoota heddu duhaan dhabuun dursaa jirti.
Kana ittisuuf dhaabbileen biyyattii keessa jiran hundi deeggarsasaanii cimsani itti fufaniiru.

Miseensonni kilabii kubbaa miilaa Itilii Juveentuus, mindaasaniirraa hirhisuun deeggarsa maallaqaan hawaasasaanii bira dhaabbachuuf murteessaniiru.

Kiristaanoo Ronaaldoo fi Aron Raamsee dabalatee taphattoonni kilabichaa hundi mindaa isaanii jiha Bitootessaatii eegaluun jihoota afuriif akka deeggaran himameera.

Miseensota kilabichaa yeroo rakkoo kanatti lammiileesaanii bira dhaabbataniif galata qaba jedhe hoggansi kilabii Juveentus.

Taphattoonni liigota gurguddoo Awurooppaa hedduun, kilaboonni Jarmanii Baayermunikifii Boorushiyaa Doortimuundi haaluma kanaan miindaasaaniirraa hirhisuun ittisa weerara Vaayirasii koroonaaf tumsuuf waliigaluusaanii ibsameera. ",sports
2336,"Taphattoonni duraanii fi ammaa Kilabii Kubbaa miilaa Buna Itoophiyaa ittisa vaayirasii koroonaaf deeggarsa meeshaalee gumaachan.

Kilabiin kubbaa miilaa beekkamaan biyyattii Bunni Itoophiyaa taphattootasaa duraaniifi ammaa waliin tahuun deeggarsa meeshaalee ittisa Vaayirasii Koroonaaf oolan gumaacheera.

Duras miseensonni waldaa fi koree hoji raawwachiiftuu kilabichaa dhuunfaasaaniin deeggarsa meeshaalee ittisaa taasisaniiru.

Deeggarsi kunis namoota harka qalleeyyiif kan keenmeedha.

Bifuma walfakkaatuun taphattoonni duraaniifi ammaa Qiddus Giyoorgis istaadiyeemii Finfinneetti argamuun hojii deeggarsa walitti qabuuf qabuuf karoorachuu himammeera.",sports
2337,"Koreen Olompikii Itoophiyaa ittisa Vaayirasii koroonaatiif Birrii miiliyoona 3 deeggare.

Ittisa vaayirasichaaf waamicha akka biyyaatti taasifameen dhaabbileen mootummaa fi dhuunfaa deeggasasaanii itti fufaniiru. Haaluma kanaan, Koreen Olompikii Itoophiyaas Birrii miiliyoona sadi arjoomuu beeksise.

Sektaroota Ispoortii Federaalaa keessaa torbee darbe Federeeshiniin Atleetiksii Itoophiyaa Birrii miiliyoona 1, Federeeshiniin Kubbaa miilaa Itoophiyaa Birrii kuma 500 ittisa vaayirasi koronaaf arjoomuun ni yaadatama.",sports
2338,"Atileetiin Gireet Biriiteen Mohammad Faarahhn Olompiikii Tookiyoon gara tiraakiitti akka deebihu dubbate. Shaampiyooniin Olompikii yeroo 4 Moo Faarah Olompiikii Tookiyoo bara 2020 irratti yeroo 5ffaaf Shaampiyoonii tahuuf Meetira kuma 10hn akka hirmaatu beeksiseera.

Shaampiyoonaa Atileetiksii Addunyaa bara 2017 Londanitti dorgomame irraatti yeroo 7ffaaf Shaampiyoonii erga tahee booda dorgommii Tiraakii dhaabuusaa beeksisee ture. Bara 2018 gara fiigicha daandiirratti kan deebihe Moo Faaraan Maaraatoonii Chiikaagoo sahaatii 2:05:11 rikoordii Awurooppaa fooyyeessuun kan injifate yoo tahu, Maaraatoonii Londaniin 3ffaa bahe.

Barana Maaraatoonii Londoniin 2:05:39 5ffaan xumure. Maratoonii Chikaagoo jiha darbe fiigameen ammoo 8ffaa bahe. 
Miidiyaa waliin turtii kan taasise Faarahhn Waggootaa itti aanan Maaraatoonii irratti hirmaachuun barbaada,Maraatoonii Chikaagoo injifachuun na gammachiiseera,
Maaratoonii Londaniin 3ffaa bahuun fooyyahaadha jedhe. Shaakalliin Maaraatooniif hojjetamu kan tiraakiitin faallaadha kan jedhu Faaran, 
Olompiikii Tookiyoon gara Tiraakiitti deebihuuf murteessera jedhe. Saffisa koo ammas hin dhabne,garuu shaakala cimaa taasisuun narraa eegama jedheera.",sports
2339," Dureeyyiin Ameerikaa kilabii Seeriyaa Itaali Roomaa bitaachuuf kilabicha waliin marihachaa akka jiran Roomaan beeksise.

Gareen Dureeyyii Ameerikaa Dan Freidkihn durfamuu idaa kilabicharra jiru dabalatee Yuuroo miiliyoona dhibba torbaa fi miiliyoona shantaman kilabicha dhuunfachuuf akka barbadantu gabaafamera.

Dureeyyiin kunneen kallattiin gaaffii kilabicha bitachuu akka hin dhiyeessine Roomaan beeksiseera.

Roomaan bara 2012 Dureeyyii USA James Pallotiin durfamuun kan bitame yoo tahu Pallot Pireszidaantii kilabichaa erga tahanii as kilabichi rakkoo maallaqaa keessaa bahu hin dandenye.

Romaan erga bara 2001 as waancaa ‘Scudeetoh fudhachuu hin dandeenye.",sports
